title,description,rating,travel_date,review_date
Very clear and helpfull conversation…,Very clear and helpfull conversation with Connie Thank you,5,Date of experience: 26 October 2022,27 Oct 2022
Very polite customer service and very…,Very polite customer service and very helpful,5,Date of experience: 24 October 2022,24 Oct 2022
Yusef very professional.,Yusef was very professional and dealt with my issue quickly. Promised to call back which he did. All sorted out.,5,Date of experience: 24 October 2022,24 Oct 2022
Amazing and helpful,Date of experience: 21 October 2022,5,Date of experience: 21 October 2022,21 Oct 2022
My question was answered quickly,"My question was answered quickly, in a way that was easy to understand, even though the question was a complicated one.",5,Date of experience: 21 October 2022,21 Oct 2022
Cannot fault their service,"Cannot fault their service,  they know how customer service should be done. They respond very quickly and resolve my queries quickly",5,Date of experience: 18 October 2022,20 Oct 2022
The staff was polite and friendly,The staff was polite and friendly. Explained about my query very well,5,Date of experience: 20 October 2022,20 Oct 2022
Good,Excellent service,5,Date of experience: 19 October 2022,19 Oct 2022
Brian R. - highly recommended,Brian R. is a breath of fresh air.  Always quick to respond and knows his profession.Recommend as have been dealing with him for over a decade.Brian is an asset to his employer!,5,Date of experience: 19 October 2022,19 Oct 2022
Great service,Dealt with my query,5,Date of experience: 18 October 2022,19 Oct 2022
Excellent Customer Service Skills,"The lady was lovely, friendly and professional.  She explained everything and made a great suggestion.  I am very happy with my first experience of contacting Workwell. Would highly recommend. 😀",5,Date of experience: 18 October 2022,18 Oct 2022
On just set up with Workwell,"On just set up with Workwell, so far so good, all very easyGeorge was very helpful",5,Date of experience: 18 October 2022,18 Oct 2022
Dealt with my query genuinely and made…,Dealt with my query genuinely and made it understandable.I was very happy.,5,Date of experience: 18 October 2022,18 Oct 2022
Very helpful.,Date of experience: 17 October 2022,5,Date of experience: 17 October 2022,17 Oct 2022
Excellent Customer Service,Had the need to speak with Workwell and found Connie B to be absolutely brilliant in supporting me with my request for information around my P45. She was exceptionally curtious and professional throughout the whole conversation and one could only hope that you get this level of service whenever the need arises not only with Workwell but whenever you need that someone to go the extra mile and ensure you get the clarity and you come away so extremely satisfied with the support provided. We'll done Connie B and a massive thankyou again from an extremely appreciative customer.,5,Date of experience: 13 October 2022,14 Oct 2022
Lovely person to speak to who is…,Lovely person to speak to who is willing to go out of his way to help.,5,Date of experience: 13 October 2022,13 Oct 2022
Very easy to register payroll,"Professional polite clear and easy to set up register payroll with. Offer wide range of services for example, getting your holiday pay weekly or put aside.",5,Date of experience: 12 October 2022,Updated 13 Oct 2022
Yusef was extremely helpful and gave me…,Yusef was extremely helpful and gave me confidence that my issues will be resolved. Pleasure speaking with you Yusef!,5,Date of experience: 13 October 2022,13 Oct 2022
Connie was brilliant in solving my…,Connie was brilliant in solving my issue and providing reassurance that the September invoice has gone through at the correct rate to the agency.,5,Date of experience: 12 October 2022,12 Oct 2022
Helpful kind and quick,Date of experience: 12 October 2022,5,Date of experience: 12 October 2022,12 Oct 2022
Long office hours make the process more…,Long office hours make the process more convenient.,5,Date of experience: 12 October 2022,12 Oct 2022
Thank you,"Thank you, Workwell is very professional and I look forward to a fruitful  work relationship.",5,Date of experience: 10 October 2022,10 Oct 2022
I hope I get paid!,There was a huge lack of understanding about my situation and the experience so far does not fill me with any level of confidence.,2,Date of experience: 10 October 2022,10 Oct 2022
excellent,Excellent services,5,Date of experience: 10 October 2022,10 Oct 2022
Good,It's a contemporary service.,5,Date of experience: 10 October 2022,10 Oct 2022
First timer with workwell,Quick and efficient,4,Date of experience: 06 October 2022,6 Oct 2022
Usefully redirected to the right place,"Usefully redirected to the right place, straight adviced, and extra helpfull information given",5,Date of experience: 06 October 2022,6 Oct 2022
Youssef,Youssef  was very helpful and patient too. Very polite and made sure that I hadn’t any more enquirers.,5,Date of experience: 06 October 2022,6 Oct 2022
Call answered quickly and advisor very…,Call answered quickly and advisor very helpful and polite,5,Date of experience: 06 October 2022,6 Oct 2022
Connie B,Connie B. Was very helpful and understanding of my request. Dealt with my query and also offered extra advice.,5,Date of experience: 06 October 2022,6 Oct 2022
Excellent services,"Excellent services, resolved my query immediately",5,Date of experience: 06 October 2022,6 Oct 2022
Connie has always been very helpful and…,Connie has always been very helpful and a pleasure to talk to,5,Date of experience: 06 October 2022,6 Oct 2022
I was happy with the registration…,I was happy with the registration service.,5,Date of experience: 05 October 2022,5 Oct 2022
Workwell are very helpful and very easy…,Workwell are very helpful and very easy to contact them. Good communication and excellent service.,5,Date of experience: 04 October 2022,5 Oct 2022
Very fantastic to work with,Very fantastic to work with. The setting up process was not too long as I had worked with them before. Pretty fantastic,4,Date of experience: 05 October 2022,5 Oct 2022
Very helpful,"Very helpful, polite and friendly",5,Date of experience: 04 October 2022,5 Oct 2022
Connie B,"Connie B was AMAZING! I requested a call back as I didn’t want to be o. Hold and she called me back within 2 minutes. She was very polite, professional and prompt.",5,Date of experience: 04 October 2022,4 Oct 2022
Connie B was brilliant,"Connie B was brilliant, Very helpful and tried to resolve my queries.",5,Date of experience: 04 October 2022,4 Oct 2022
Account confirmation,"I called to make enquiries about payment from Home Group, the agent that attended was kind and patient to hear me out and I was able to find out everything was fine with my account.",5,Date of experience: 03 October 2022,3 Oct 2022
Very professional and helpful.,Date of experience: 03 October 2022,5,Date of experience: 03 October 2022,3 Oct 2022
Support,Connie B has been really helpful providing me with the information that I requested 👍,5,Date of experience: 03 October 2022,3 Oct 2022
Support and professionalism,"I have always had good interactions with Workwell’s representatives, so it was not too much of a surprise that Connie went beyond my expectations in providing answers to my questions and advice on the matter in hand. Her level of professionalism whilst being friendly and polite helped me consolidating my trust in the company.Thanks",5,Date of experience: 03 October 2022,3 Oct 2022
Connie handled the query very…,Connie handled the query very comprehensively. I am very pleased with the assistance she gave.,5,Date of experience: 30 September 2022,3 Oct 2022
