title,description,rating,travel_date,review_date
The team are genuinely very nice…,"The team are genuinely very nice to deal with when you speak with them.  However, at an organisational level there is much to be addressed - emails get lost, information provided gets re-requested and this gives the impression that data is not being correctly stored, filed/indexed and that you’re not really valued.  A poor show for the money charged - as Paystream are far from the cheapest in the market.  Competition also provides director SA in the (cheaper by month) model, yet Paystream charge extra for this.",4,Date of experience: 08 July 2022,Updated 8 Jul 2022
Excellent service,Excellent service. No issues at all. Highly recommended,5,Date of experience: 07 July 2022,7 Jul 2022
Smooth experience,"Smooth experience, good process and good response when calling for help",5,Date of experience: 07 July 2022,7 Jul 2022
My one and only,"My first experience of using an umbrella, would not use any other.",5,Date of experience: 07 July 2022,7 Jul 2022
The best accountant I have had,Always clear in their communications and available for any questions I had.,5,Date of experience: 07 July 2022,7 Jul 2022
Excellent services.,Date of experience: 07 July 2022,5,Date of experience: 07 July 2022,7 Jul 2022
Had a pleasant experience working with…,Had a pleasant experience working with paystream. There were no delays in payment and always paid on time. Support is very helpful if you go to them with any queries.,5,Date of experience: 07 July 2022,7 Jul 2022
I was with pay stream for almost 1 year…,I was with pay stream for almost 1 year and there service was excellent.,5,Date of experience: 07 July 2022,7 Jul 2022
Great service,"Great service, prompt payment, felt with any issues very efficiently",5,Date of experience: 07 July 2022,7 Jul 2022
Best and Quality Service,Best and Quality ServiceHighly Recommend,5,Date of experience: 07 July 2022,7 Jul 2022
Great customer service,Great customer service! Always on hand to help. I have used both of their umbrella and ltd company services and they have been great.,5,Date of experience: 07 July 2022,7 Jul 2022
Excelent umbrella/accountant,I've been with Paystream for over 2 years. It's probably the best you can get. No issues at all. Excelent customer service with no waiting,5,Date of experience: 07 July 2022,7 Jul 2022
They have been super helpful,"They have been super helpful , always paid on time and informed me of any delays if there were any.",5,Date of experience: 07 July 2022,7 Jul 2022
Great Service and support,Love this company the people are really friendly and very helpful.,5,Date of experience: 07 July 2022,7 Jul 2022
6 month engineering contract in 2022,All went much better than I expected for my first umbrella job. Easy in easy out. Responsive to questions (3 rings to answer the phone). Good informative pay slips. Very pleasantly surprised. Will use them again.,5,Date of experience: 07 July 2022,7 Jul 2022
Responsive service with knowledgeable…,"Responsive service with knowledgeable call handlers. Professional, courteous with a human touch.",5,Date of experience: 07 July 2022,7 Jul 2022
Very professional service,Very professional service. Great plus was the fact I could always get access to speak to someone. No waiting for hours being told my call was important!!Highly recommended,5,Date of experience: 07 July 2022,7 Jul 2022
PayStream is definitely the best…,PayStream is definitely the best umbrella in my experience.Timely payroll processTransparent paperworkGreat Customer SupportReally Helpful People,5,Date of experience: 06 July 2022,6 Jul 2022
All fine.  Quick and efficient.,"I have to admit that I've never used any other company so I have nothing to compare it to but on the whole I can't find any fault with Paystream.  They get everythign right, they respond uber quickly to any queries I make.  When I needed paperwork to support my mortgage application or for the visa when I married my American partner, Paystream could not do enough to help, and always super quick.  Kris especially has always been so helpful and knowledgable.",5,Date of experience: 06 July 2022,6 Jul 2022
I will recommend you to other people,I will recommend you to other people. You are a nice team.,5,Date of experience: 06 July 2022,6 Jul 2022
u guys are the best,am leaving because they is no more work available not for any reason,5,Date of experience: 05 July 2022,6 Jul 2022
Not reliable,I have been with Paystream since March.  Customer service may be good when you phone customer services but it stops there.  If you want paying on time find another company.  I have not been updated on my latest query Instead I received irrelevant emails.  I have had to call for updates myself and yet I still haven’t been paid. I will be looking for another umbrella company don’t know why they take a margin from you weekly wage they do nothing.  In my opinion they do not deserve the contracting award winner for 2022.,1,Date of experience: 05 July 2022,Updated 25 Jul 2022
Post Contract Feedback,Easy to navigate around systems although I had to submit timesheets through Workflow Pay illustration given prior yo employment was accurate and efficient - hence the reason for choosing company.Pay slip a bit lengthy and childish but no real problems encountered.Paid on time and never had to query anything deductions Thank you -will use again!,4,Date of experience: 05 July 2022,5 Jul 2022
